NR_CANDIDATO,NM_CANDIDATO,SG_PARTIDO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS,ANO
5023,LUIZ CARLOS PEDROSO,PSOL,SUPLENTE,353,2018
5024,ANDREA WERNER SILVA BONOLI,PSOL,SUPLENTE,43142,2018
5025,JOSIE SILVESTRE DE MORAIS DA SILVA,PSOL,SUPLENTE,965,2018
5026,JOÃO PAULO MARQUEZINI MACHADO,PSOL,SUPLENTE,1965,2018
5027,ROBERTO BATISTA FERREIRA,PSOL,SUPLENTE,1394,2018
5028,RENAN DIAS OLIVEIRA,PSOL,SUPLENTE,1591,2018
5029,JUCIMAR SOUZA TENORIO,PSOL,SUPLENTE,666,2018
5030,DOUGLAS DONIZETE CARDOZO,PSOL,SUPLENTE,987,2018
5031,SILVIO ROBERTO BUENO CABRAL DE MEDEIROS FILHO,PSOL,SUPLENTE,1973,2018
5032,MARCELO CORREA NEVES,PSOL,SUPLENTE,275,2018
5033,CRISTIANE DE JESUS,PSOL,SUPLENTE,405,2018
5034,JUPIRA MANOEL SOBRINHO,PSOL,SUPLENTE,1074,2018
5035,PRISCILA DA SILVA CAVALCANTE URQUIA,PSOL,SUPLENTE,1449,2018
5036,EDMILSON COSTA SANTOS,PSOL,SUPLENTE,736,2018
5038,GLAUCO GIULIANO VICENTIN GOBBI,PSOL,SUPLENTE,1273,2018
5039,ADRIANA VASCONCELLOS VIEIRA,PSOL,SUPLENTE,20144,2018
5040,FELIPE BRILHANTE MAROPO,PSOL,SUPLENTE,1215,2018
5041,RICARDO DE LIMA,PSOL,SUPLENTE,912,2018
5042,FERNANDO TAVARES ARAÚJO DA SILVA,PSOL,SUPLENTE,5098,2018
5044,DENIS DANTAS DO CARMO,PSOL,SUPLENTE,1165,2018
5047,MARCELA DIAS MOREIRA,PSOL,SUPLENTE,6365,2018
5048,CAIO JULIO CESAR DEZORZI,PSOL,SUPLENTE,952,2018
5049,CLÁUDIO ARMELIN MELON,PSOL,SUPLENTE,3258,2018
5050,IVAN VALENTE,PSOL,ELEITO POR QP,155334,2018
5051,SILVANA DE MORAES,PSOL,SUPLENTE,838,2018
5052,DIANA SOUBIHE DE OLIVEIRA,PSOL,SUPLENTE,1981,2018
5053,ANDREIA OLIVEIRA DE SOUZA SANTOS,PSOL,SUPLENTE,726,2018
5054,ALZIRA BOMBONATO DE MELO RIOS DA SILVA,PSOL,SUPLENTE,2053,2018
5055,DÉBORA ALVES CAMILO,PSOL,SUPLENTE,6438,2018
5056,TADEU ARQUIMEDES RIBEIRO DE OLIVEIRA,PSOL,SUPLENTE,1052,2018
5057,DURVALINA SOARES SILVA,PSOL,SUPLENTE,1156,2018
5058,JUVENTINA DE JESUS SILVA CAMARGO,PSOL,SUPLENTE,1081,2018
5059,HERIC MOURA RODRIGUES,PSOL,SUPLENTE,818,2018
5060,JOSÉ CARMO ESPER,PSOL,SUPLENTE,684,2018
5066,JOSÉ EDUARDO OLIVEIRA,PSOL,SUPLENTE,2527,2018
5067,ANDRE LUIZ DE OLIVEIRA,PSOL,SUPLENTE,862,2018
5068,ROQUE JOSE FERREIRA,PSOL,SUPLENTE,1976,2018
5070,RICARDO URIZZI CARVALHO,PSOL,SUPLENTE,5379,2018
5072,MARCIA REGINA RIOS DA SILVA,PSOL,SUPLENTE,7526,2018
5075,DOUGLAS ELIAS BELCHIOR,PSOL,SUPLENTE,46026,2018
5076,LUCIANA XAVIER DA SILVA,PSOL,SUPLENTE,1937,2018
5077,JAIR PIZORUSSO,PSOL,SUPLENTE,1253,2018
5078,LUIS ANTONIO SANTOS DA LUZ,PSOL,SUPLENTE,4477,2018
5080,ADERITO CÁSSIO DE ASSIS DUTRA,PSOL,SUPLENTE,1756,2018
5081,SILVIO JOSÉ DE SOUZA FILHO,PSOL,SUPLENTE,818,2018
5083,FERNANDO RICARDO LADEIA,PSOL,SUPLENTE,663,2018
5084,EDUARDO ROCHAEL RODRIGUES CELESTINO DA SILVA,PSOL,SUPLENTE,263,2018
5085,JOÃO LIRA DA SILVA,PSOL,SUPLENTE,752,2018
5086,LEONARDO DE OLIVEIRA PASSOS,PSOL,SUPLENTE,382,2018
5087,HIGOR CAUÊ DE SOUZA OLIVEIRA,PSOL,SUPLENTE,1105,2018
5088,CÉLIO ROBERTO TURINO DE MIRANDA,PSOL,SUPLENTE,9074,2018
5089,SIDNEI SILVA DOS SANTOS,PSOL,SUPLENTE,564,2018
5090,RODRIGO PINTO CHIZOLINI,PSOL,SUPLENTE,12922,2018
5091,KATIA DE OLIVEIRA TRINDADE,PSOL,SUPLENTE,2513,2018
5092,ELISANGELA JOVANA DOS SANTOS,PSOL,SUPLENTE,1921,2018
5095,ALMIR VALENTE FELITTE,PSOL,SUPLENTE,1510,2018
5096,PAULO CESAR MARTIMIANO,PSOL,SUPLENTE,945,2018
5098,SEBASTIÃO CARLOS DE OLIVEIRA,PSOL,SUPLENTE,615,2018
5099,VITOR JOSÉ SANTOS DE OLIVEIRA,PSOL,SUPLENTE,4352,2018
5100,CLAUDIA CASTANHEIRA,PATRI,NÃO ELEITO,8599,2018
5101,REYNALDO CAMPANATTI PEREIRA,PATRI,NÃO ELEITO,14565,2018
5102,ELISABETE ANTONIO DO PRADO SILVA,PATRI,NÃO ELEITO,3411,2018
5103,LUIZ CARLOS MOTA,PATRI,NÃO ELEITO,7196,2018
5104,JOSÉ ANTONIO DUPAS,PATRI,NÃO ELEITO,2677,2018
5106,MAURICI ARAGÃO TAVARES,PATRI,NÃO ELEITO,1148,2018
5107,ALEXANDRE ANNIBALDI,PATRI,NÃO ELEITO,438,2018
5108,JUSSARIO VAGNER PELONHA GREGORIO,PATRI,NÃO ELEITO,1984,2018
5109,ROBERTO MARTINS PEREIRA,PATRI,NÃO ELEITO,803,2018
5110,EDMILSON ALMEIDA DOS SANTOS,PATRI,NÃO ELEITO,3031,2018
5111,GISELLA PULVIRENTI,PATRI,NÃO ELEITO,386,2018
5113,LUCIANA CIRILO DOS SANTOS,PATRI,NÃO ELEITO,435,2018
5114,RENATO PAIM,PATRI,NÃO ELEITO,1991,2018
5116,CLAUDIO PERESSIM,PATRI,NÃO ELEITO,4882,2018
5118,LUIS FERNANDO PINHEIRO GESSE,PATRI,NÃO ELEITO,6136,2018
5119,JOSEVANE ALVES DE JESUS PEREIRA,PATRI,NÃO ELEITO,673,2018
5120,ELIAS DOS SANTOS BITENCOURT,PATRI,NÃO ELEITO,2799,2018
5121,CLOVES ALVES DE SOUZA,PATRI,NÃO ELEITO,1129,2018
5122,SERGIO KHODOR CURY,PATRI,NÃO ELEITO,672,2018
5123,FLAVIO FRANCISCO NAVARRO,PATRI,NÃO ELEITO,3118,2018
5124,ANA CRISTINA TEIXEIRA DE ARAÚJO,PATRI,NÃO ELEITO,377,2018
5125,FAUSTO LANDI,PATRI,NÃO ELEITO,751,2018
5126,RICARDO GUIRON,PATRI,NÃO ELEITO,123,2018
5127,ANTONIO DE ASSIS DE ARAUJO,PATRI,NÃO ELEITO,721,2018
5128,FABIO PAES MACCACCHERO,PATRI,NÃO ELEITO,1956,2018
5130,ANTONIO GUSTAVO ALVES LOPES,PATRI,NÃO ELEITO,2329,2018
5131,RENATA TEODORO DA FONSECA,PATRI,NÃO ELEITO,842,2018
5132,LUIS HENRIQUE VICENTE DE OLIVEIRA,PATRI,NÃO ELEITO,555,2018
5133,ARISTIDES JACINTO BRUSCHI,PATRI,NÃO ELEITO,2358,2018
5134,FLAVIO GOMES FREIRE,PATRI,NÃO ELEITO,96,2018
5135,JOSE ANTONIO BARBOZA,PATRI,NÃO ELEITO,367,2018
5136,HORACIO CAYRES JUNIOR,PATRI,NÃO ELEITO,1839,2018
5137,LUIZ FERNANDO FILIPPI SAMBIASE,PATRI,NÃO ELEITO,142,2018
5138,SIRLEIDE REIS BRITO,PATRI,NÃO ELEITO,337,2018
5139,OSVALDO BORGES CARDOSO,PATRI,NÃO ELEITO,1787,2018
5140,OSMAR PEREIRA DA SILVA,PATRI,NÃO ELEITO,853,2018
5141,JUCIMARA APARECIDA DE SOUZA,PATRI,NÃO ELEITO,405,2018
5142,RUBENS MASSASHI ITO,PATRI,NÃO ELEITO,729,2018
5144,ERNESTO CAMARSANO JUNIOR,PATRI,NÃO ELEITO,704,2018
5145,ROGERIO SILVA LOPES ,PATRI,NÃO ELEITO,1086,2018
5147,MARCIA VALERIA MARQUES LOPES SAQUETO,PATRI,NÃO ELEITO,443,2018
5148,JORGE FERREIRA LIMA,PATRI,NÃO ELEITO,179,2018
5149,MIRIAM LUSSEZANO DE CARVALHO LOPES,PATRI,NÃO ELEITO,333,2018
5150,MAURICIO CRUZ BICHARA FILHO,PATRI,NÃO ELEITO,444,2018
5151,ADILSON BARROSO OLIVEIRA,PATRI,NÃO ELEITO,42717,2018
5152,WALDEMAR ALVES FARIA JUNIOR,PATRI,NÃO ELEITO,2720,2018
5153,ELISEU DE SOUZA LOPES,PATRI,NÃO ELEITO,977,2018
5154,ENEAS LOPES DA SILVA,PATRI,NÃO ELEITO,302,2018
5155,DANIEL MARTINS CARDOSO,PATRI,NÃO ELEITO,4765,2018
5156,RUTE COSTA SOBRINHA,PATRI,NÃO ELEITO,1173,2018
5157,ELIENE SIQUEIRA RIBEIRO,PATRI,NÃO ELEITO,96,2018
5158,ADEMIR GONCALVES DE OLIVEIRA,PATRI,NÃO ELEITO,1935,2018
5159,MARCOS PAULO DA SILVA,PATRI,NÃO ELEITO,698,2018
5160,WELLINGTON BARBOSA,PATRI,NÃO ELEITO,197,2018
5161,SUZELAINE PEDRONI ROSA,PATRI,NÃO ELEITO,838,2018
5162,JOSÉ ROBERTO RODRIGUES DE ALCANTARA,PATRI,NÃO ELEITO,717,2018
5163,FABIANA DA SILVA BARROS,PATRI,NÃO ELEITO,57,2018
5164,ADRIANA GUEDES MACHADO,PATRI,NÃO ELEITO,1113,2018
5165,ALTAIR JOSE DE SOUZA,PATRI,NÃO ELEITO,582,2018
5166,ROBSON LIEBETANZ DZELVE CALABIANQUI JUNIOR,PATRI,NÃO ELEITO,1589,2018
5167,BRAZ RODRIGUES,PATRI,NÃO ELEITO,2164,2018
5168,ALBENISIA SOUZA NASCIMENTO,PATRI,NÃO ELEITO,132,2018
5169,SILAS DA SILVA MOREIRA,PATRI,NÃO ELEITO,1665,2018
5170,FERNANDO CHIARELLI,PATRI,NÃO ELEITO,22261,2018
5171,ROSILEIDE PEREIRA DOS SANTOS,PATRI,NÃO ELEITO,226,2018
5172,VERA LUCIA SANTOS DE FRANÇA,PATRI,NÃO ELEITO,269,2018
5173,DANIEL DE ANDRADE VIEIRA,PATRI,NÃO ELEITO,1285,2018
5174,CELINA CLAUDIA MENEZES LEMES,PATRI,NÃO ELEITO,771,2018
5175,CLAUDINEI CHINEMANN,PATRI,NÃO ELEITO,339,2018
5176,ADELIA DE JESUS SOARES,PATRI,NÃO ELEITO,718,2018
5177,ROBINSON HERRERO NOVAIS,PATRI,NÃO ELEITO,2063,2018
5179,FABIANO ORIVALDO SILVA SERVELO,PATRI,NÃO ELEITO,2489,2018
5180,ADALBERTO MARIANO DOS SANTOS,PATRI,NÃO ELEITO,2001,2018
5181,FRANQUENEI BARROSO GOMES,PATRI,NÃO ELEITO,258,2018
5182,WILSON PRUDENCIO DE OLIVEIRA,PATRI,NÃO ELEITO,709,2018
5183,ADRIANO DA SILVA NEIVA,PATRI,NÃO ELEITO,1062,2018
5185,JANIO ANTONIO ROSA,PATRI,NÃO ELEITO,328,2018
5186,MANOEL DOS SANTOS SILVA IRMÃO,PATRI,NÃO ELEITO,557,2018
5187,RENAN THIAGO CALDATO BENTO GARCIA,PATRI,NÃO ELEITO,350,2018
5188,JOSE BARBOSA DA SILVA,PATRI,NÃO ELEITO,4660,2018
5189,SILVANA MESQUITA DA SILVA,PATRI,NÃO ELEITO,4892,2018
5190,ANA PAULA DAMACENO DE OLIVEIRA,PATRI,NÃO ELEITO,574,2018
5191,WILLIAM DE FREITAS PAES,PATRI,NÃO ELEITO,506,2018
5192,MARIO HIDEO MIZUNO,PATRI,NÃO ELEITO,1543,2018
5193,DIOBEL DE LIMA FERNANDES,PATRI,NÃO ELEITO,2196,2018
5194,RITA MANUELA MATTOS DOS SANTOS,PATRI,NÃO ELEITO,437,2018
5195,SILVANA DAMASIO ABREU,PATRI,NÃO ELEITO,252,2018
5196,OSVALDO CORREIA,PATRI,NÃO ELEITO,151,2018
5197,SONIA DAS GRAÇAS RIBEIRO SILVEIRA,PATRI,NÃO ELEITO,424,2018
5198,EDILAINE PIRES,PATRI,NÃO ELEITO,1456,2018
5199,VANILDA APARECIDA BUENO BORDIERI POLI,PATRI,NÃO ELEITO,18604,2018
5400,JORGE ALVES DE ALMEIDA VENANCIO,PPL,NÃO ELEITO,1712,2018
5401,TADEU AMARAL,PPL,NÃO ELEITO,238,2018
5402,DARO MARCOS PIFFER,PPL,NÃO ELEITO,985,2018
5404,FABIANO DA SILVA AVELINO,PPL,NÃO ELEITO,502,2018
5405,RICARDO CONSTANCIO GOMES,PPL,NÃO ELEITO,542,2018
5407,CIBELE APARECIDA DE OLIVEIRA,PPL,NÃO ELEITO,379,2018
5408,GABRIEL AUGUSTO PEREIRA,PPL,NÃO ELEITO,645,2018
5409,IDIVANIR DE MOURA MESQUITA,PPL,NÃO ELEITO,508,2018
5410,VALDINEIA MEIRA MOTA,PPL,NÃO ELEITO,2041,2018
5411,LUIZ FERNANDO BRASILIENSE,PPL,NÃO ELEITO,2168,2018
5412,ILMO HONORATO FERNANDES,PPL,NÃO ELEITO,553,2018
5413,JOSÉ AUGUSTINHO DOS SANTOS,PPL,NÃO ELEITO,990,2018
5414,FRANCISCO NOGUEIRA DA SILVA,PPL,NÃO ELEITO,720,2018
5415,WILLIAM SANTOS RODRIGUES,PPL,NÃO ELEITO,413,2018
5420,WELLINGTON GONCALVES ADRIANO,PPL,NÃO ELEITO,406,2018
5421,CLAUDIO JOSÉ DE ANDRADE,PPL,NÃO ELEITO,670,2018
5422,CICERO ALVES DE CASTRO,PPL,NÃO ELEITO,950,2018
5423,ALEXANDRE DE SOUZA COMITRE,PPL,NÃO ELEITO,378,2018
5424,NADIA SILVA DIDONATO,PPL,NÃO ELEITO,292,2018
5425,WILSON MENDES,PPL,NÃO ELEITO,676,2018
5430,WALTER ALVES NEVES,PPL,NÃO ELEITO,10047,2018
5432,JOSENILDO PEREIRA LEITE,PPL,NÃO ELEITO,707,2018
5434,DIÓGENES LUCAS DE CAMPOS,PPL,NÃO ELEITO,1897,2018
5437,TANIA MARA STAMBONI DE JESUS,PPL,NÃO ELEITO,228,2018
5440,MONICA NADAL PIMENTA,PPL,NÃO ELEITO,490,2018
5442,SOLANGE LARA PUPO,PPL,NÃO ELEITO,277,2018
5444,ADMIR GERVASIO MOREIRA,PPL,NÃO ELEITO,1150,2018
5445,SONIA REGINA BRANCO,PPL,NÃO ELEITO,279,2018
5446,KEILA PEREIRA FRANCISCO,PPL,NÃO ELEITO,1413,2018
5450,ARTUR BUENO DE CAMARGO,PPL,NÃO ELEITO,1182,2018
5451,FABIO ALEXANDRELLI,PPL,NÃO ELEITO,362,2018
5453,ROSEMEIRE MARCONDES DE MORAES,PPL,NÃO ELEITO,227,2018
5454,JOSÉ LUIZ CALVO,PPL,NÃO ELEITO,4220,2018
5455,JACINTO MOREIRA MILAGRES,PPL,NÃO ELEITO,705,2018
5456,ROGERIO DA SILVA DO NASCIMENTO,PPL,NÃO ELEITO,543,2018
5457,LUCIA APARECIDA MORETTI,PPL,NÃO ELEITO,170,2018
5458,LUIZ ROBERTO COPATI,PPL,NÃO ELEITO,1198,2018
5460,CICERO FIRMINO DA SILVA,PPL,NÃO ELEITO,2180,2018
5464,VILSON FERREIRA DORNELLES,PPL,NÃO ELEITO,1806,2018
5465,ANTONIO LUIZ MACEDO,PPL,NÃO ELEITO,329,2018
5466,MILTON FERREIRA MENDES,PPL,NÃO ELEITO,723,2018
5469,YURI ABYAZA COSTA,PPL,NÃO ELEITO,303,2018
5470,JAIR CAVALCANTE VAZ,PPL,NÃO ELEITO,1305,2018
5473,EUFLATES CELESTINO DE LIMA,PPL,NÃO ELEITO,490,2018
5475,MARIA DAS NEVES FERREIRA MOURA,PPL,NÃO ELEITO,243,2018
5476,FERNANDO SERGIO COVRE,PPL,NÃO ELEITO,326,2018
5477,MARIA APARECIDA DE SOUSA,PPL,NÃO ELEITO,233,2018
5482,ICARO ROBERTO FAGUNDES,PPL,NÃO ELEITO,928,2018
5489,INDALÉCIO ADRIANO LIMA,PPL,NÃO ELEITO,1042,2018
5491,SIMONE APARECIDA DOS SANTOS OLIVEIRA,PPL,NÃO ELEITO,599,2018
5499,SONIA HIPÓLITA DE SOUZA SAWAZKI,PPL,NÃO ELEITO,417,2018
5500,MARCO AURELIO BERTAIOLLI,PSD,ELEITO POR QP,137628,2018
5501,GUILHERME DE ANDRADE CAMPOS ABDALLA,PSD,SUPLENTE,1311,2018
5505,FABIO CONSTANTINO PALACIO,PSD,SUPLENTE,16782,2018
5511,EDSON BATISTA DA SILVA,PSD,SUPLENTE,514,2018
5520,GISLAINE LAMBERT DE BRITO DOS SANTOS,PSD,SUPLENTE,658,2018
5524,FRANCISCO JOSÉ PANSIGA JUNIOR,PSD,SUPLENTE,459,2018
5525,PATRICIA CLAUREN SANTOS DA SILVA,PSD,SUPLENTE,1398,2018
5530,ALEX DOUGLAS DOS SANTOS,PSD,SUPLENTE,1943,2018
5533,JOSÉ ANTONIO FIGUEIREDO ANTIORIO FILHO,PSD,SUPLENTE,3230,2018
5538,MAURÍCIO JOSÉ LEMOS FREIRE,PSD,SUPLENTE,8883,2018
5545,AILTON JOSÉ DE LIMA,PSD,SUPLENTE,40672,2018
5550,SAMIRA JORGOV LIMA,PSD,SUPLENTE,867,2018
5551,PAOLA ROSA ESTEVÃO,PSD,SUPLENTE,1616,2018
5552,LUCILA DE ARAÚJO RODRIGUES CALDAS,PSD,SUPLENTE,498,2018
5555,ELEUSES VIEIRA DE PAIVA,PSD,SUPLENTE,81160,2018
5556,MARCELO DE LIMA FERNANDES,PSD,SUPLENTE,53933,2018
5565,MONICA CATTANI,PSD,SUPLENTE,1794,2018
5570,GABRIELLE JORDANO DE OLIVEIRA,PSD,SUPLENTE,457,2018
5577,ANTONIO CEZAR CORREIA FREIRE,PSD,ELEITO POR QP,119024,2018
5580,ANTONIO GOULART DOS REIS,PSD,SUPLENTE,62129,2018
5590,GUILHERME CAMPOS JÚNIOR,PSD,SUPLENTE,59615,2018
5599,WALTER SHINDI IIHOSHI,PSD,SUPLENTE,66428,2018
6519,MARIA GIOVANA LUCHIARI PISONI DUARTE FORTUNATO,PC do B,SUPLENTE,15303,2018
6565,ORLANDO SILVA DE JESUS JUNIOR,PC do B,ELEITO POR MÉDIA,64822,2018
7000,EDUARDO SIVINSKI,AVANTE,NÃO ELEITO,9149,2018
7001,ANDREIA OLIVEIRA LIMA,AVANTE,NÃO ELEITO,297,2018
7002,CARLOS ALBERTO BITENCOURT BARROSO,AVANTE,NÃO ELEITO,966,2018
7003,MAURA RITA DE OLIVEIRA,AVANTE,NÃO ELEITO,1210,2018
7004,LUCIANE TORRECILLAS SARRAF,AVANTE,NÃO ELEITO,17977,2018
7005,CARLA ALESSANDRA FRANCISCO,AVANTE,NÃO ELEITO,331,2018
7006,LIETIDES RAMOS DE NOVAES,AVANTE,NÃO ELEITO,1134,2018
7007,RONALDO VLADEMIR FERREIRA,AVANTE,NÃO ELEITO,4495,2018
7008,JOSE AROALDO DOS SANTOS JÚNIOR,AVANTE,NÃO ELEITO,870,2018
7009,DAYANE AMARO COSTA,AVANTE,NÃO ELEITO,903,2018
7010,JOSE RIBAMAR GOMES DA SILVA,AVANTE,NÃO ELEITO,4679,2018
7011,EVÃNIO MARCELINO,AVANTE,NÃO ELEITO,314,2018
7012,SAMUEL PROCOPIO,AVANTE,NÃO ELEITO,6589,2018
7013,MARIA CECILIA BEZERRA DA SILVA,AVANTE,NÃO ELEITO,1486,2018
7014,RENATO PINHEIRO DA SILVA,AVANTE,NÃO ELEITO,1108,2018
7015,VALQUÍRIA PENHA SOUZA,AVANTE,NÃO ELEITO,209,2018
7016,DEBORA APARECIDA LIBRELON GONDIM,AVANTE,NÃO ELEITO,325,2018
7017,RICARDO FIORAVANTI SPINDOLA,AVANTE,NÃO ELEITO,1777,2018
7018,CLODOALDO MAIOLINI FILHO,AVANTE,NÃO ELEITO,2306,2018
7019,LEANDRO RODRIGO RAMOS,AVANTE,NÃO ELEITO,1350,2018
7020,ANTONIO RODRIGUEZ JUNIOR,AVANTE,NÃO ELEITO,169,2018
7021,NADIA MARASSATTI MARTINS,AVANTE,NÃO ELEITO,410,2018
7022,ANA MARIA FREIRE DA SILVA,AVANTE,NÃO ELEITO,520,2018
7023,ROBERTO FRANCISCO DE SOUZA,AVANTE,NÃO ELEITO,1138,2018
7024,PAULINA ROSA DE SOUZA JACINTO,AVANTE,NÃO ELEITO,123,2018
7025,MARIA DA VITÓRIA DE OLIVEIRA DANTAS,AVANTE,NÃO ELEITO,238,2018
7026,CASSIO ROBERTO DOS REIS MARQUES,AVANTE,NÃO ELEITO,8710,2018
7027,JI NA PARK,AVANTE,NÃO ELEITO,438,2018
7028,RUBENS XAVIER FILHO,AVANTE,NÃO ELEITO,504,2018
7029,DANIELA CARUSO MARIANO,AVANTE,NÃO ELEITO,400,2018
7030,DEBORAH CAMBURIAN ZILBERSTEIN,AVANTE,NÃO ELEITO,1574,2018
7031,ANTONIO CARLOS PEDRO JUNIOR,AVANTE,NÃO ELEITO,650,2018
7032,SERGIO INÊS GONÇALVES,AVANTE,NÃO ELEITO,655,2018
7033,LAUDO NATEL IASULAITIS,AVANTE,NÃO ELEITO,2588,2018
7034,KLEBER ORTEGA TORRES,AVANTE,NÃO ELEITO,739,2018
7035,RODRIGO DE OLIVEIRA VICENTE,AVANTE,NÃO ELEITO,302,2018
7036,SÔNIA MARIA DE ARAUJO,AVANTE,NÃO ELEITO,462,2018
7037,HOMERO LIMA,AVANTE,NÃO ELEITO,714,2018
7038,JOYCE KELLY GUMIERO,AVANTE,NÃO ELEITO,267,2018
7039,MARTINS DA SILVA MENEZES,AVANTE,NÃO ELEITO,470,2018
7040,ALAN SOUSA BOMFIM,AVANTE,NÃO ELEITO,7721,2018
7041,JEFERSON DE CAMARGO,AVANTE,NÃO ELEITO,588,2018
7042,ANDREIA DAS NEVES OLIVEIRA,AVANTE,NÃO ELEITO,360,2018
7043,ADRIANO PEREIRA DE OLIVEIRA,AVANTE,NÃO ELEITO,418,2018
7044,SIVALDO DE JESUS,AVANTE,NÃO ELEITO,857,2018
7045,EVANDRO DE SOUZA SERRÃO,AVANTE,NÃO ELEITO,582,2018
7046,PAULO SÉRGIO GONÇALVES DA SILVA,AVANTE,NÃO ELEITO,598,2018
7047,ALEXANDRE MILANI DAS CHAGAS,AVANTE,NÃO ELEITO,1183,2018
7048,GERALDO DE SOUZA SOBRINHO,AVANTE,NÃO ELEITO,651,2018
7049,MARIA ALICE CAMPOS DA SILVA,AVANTE,NÃO ELEITO,339,2018
7050,APARECIDO MARIN,AVANTE,NÃO ELEITO,660,2018
7051,MARCOS DE OLIVEIRA SAMPAIO,AVANTE,NÃO ELEITO,73,2018
7052,SILVANA MARIA BARBOSA MARQUES,AVANTE,NÃO ELEITO,250,2018
7053,VANIA MAIA DOS REIS,AVANTE,NÃO ELEITO,183,2018
7054,LUCIANO MARCELINO CAMARGO,AVANTE,NÃO ELEITO,2799,2018
7055,JANIQUELE MARIA DA SILVA FERREIRA,AVANTE,NÃO ELEITO,4524,2018
7056,JAIR AVELINO DOS SANTOS,AVANTE,NÃO ELEITO,2010,2018
7058,CLESON ALVES DE SOUSA,AVANTE,NÃO ELEITO,1237,2018
7059,ELLEN CRISTINA DE MORAES,AVANTE,NÃO ELEITO,493,2018
7060,JOSÉ APARECIDO RIBEIRO,AVANTE,NÃO ELEITO,1308,2018
7061,DARCI SUEIRO JUNIOR,AVANTE,NÃO ELEITO,465,2018
7062,SEBASTIÃO GOMES NETO,AVANTE,NÃO ELEITO,286,2018
7063,MÁRCIO DA SILVA ANDRADE,AVANTE,NÃO ELEITO,441,2018
7065,ALEXSANDRO DE JESUS PEREIRA,AVANTE,NÃO ELEITO,517,2018
7066,ROMILDO LUIZ DA FONSECA,AVANTE,NÃO ELEITO,538,2018
7067,SIMONE DE CASTRO MELO,AVANTE,NÃO ELEITO,244,2018
7068,VALÉRIA MARTINS VIEIRA,AVANTE,NÃO ELEITO,142,2018
7069,LUIZ CARLOS TRUCOLO,AVANTE,NÃO ELEITO,847,2018
7070,CÂNDIDO ELPIDIO DE SOUZA VACCAREZZA,AVANTE,NÃO ELEITO,5297,2018
7071,LUIZ CARLOS DA SILVA,AVANTE,NÃO ELEITO,843,2018
7072,ANTONIO JOSE ONOFRE DE MELO,AVANTE,NÃO ELEITO,664,2018
7073,VÂNIA MARIA CRETUCCI,AVANTE,NÃO ELEITO,440,2018
7074,RENATO PASCHOAL STAIBANO,AVANTE,NÃO ELEITO,1230,2018
7075,PATRICIA ALMEIDA TAVARES DA SILVA,AVANTE,NÃO ELEITO,256,2018
7076,VALDEIR LUCCHIARI,AVANTE,NÃO ELEITO,1966,2018
7077,ALEXANDRE DE OLIVEIRA,AVANTE,NÃO ELEITO,2377,2018
7078,EDVALDO RANZANI CARLOS,AVANTE,NÃO ELEITO,525,2018
7079,JOSE EDILSON PACHECO SILVA,AVANTE,NÃO ELEITO,345,2018
7080,GERALDO MARÇAL DA SILVA,AVANTE,NÃO ELEITO,648,2018
7081,ERIKA MIWAKO NAKASHIMA VIEIRA,AVANTE,NÃO ELEITO,283,2018
7082,MARCIA PEREIRA PEDRO BATISTA,AVANTE,NÃO ELEITO,140,2018
7083,JAIRO CHAVES MASCARO,AVANTE,NÃO ELEITO,251,2018
7084,JOSE VASCONCELO VIANA,AVANTE,NÃO ELEITO,376,2018
7085,JOSE ROMILDO DA SILVA,AVANTE,NÃO ELEITO,387,2018
7087,RAFAEL ARTHUR ABRAHÃO,AVANTE,NÃO ELEITO,327,2018
7088,HELCIO ALVARES SOARES,AVANTE,NÃO ELEITO,773,2018
7089,SULINAR JOSÉ DE OLIVEIRA,AVANTE,NÃO ELEITO,967,2018
7090,PAULO SÉRGIO OLIVEIRA,AVANTE,NÃO ELEITO,4514,2018
7091,MARCOS ANTÔNIO REMANZINI,AVANTE,NÃO ELEITO,349,2018
7092,DONATO JOSÉ MEDEIROS,AVANTE,NÃO ELEITO,1468,2018
7093,DURVAL PARREIRA NETO,AVANTE,NÃO ELEITO,322,2018
7094,WAGNER CEOLIN,AVANTE,NÃO ELEITO,105,2018
7096,IVAN NATAL FATORETO,AVANTE,NÃO ELEITO,4837,2018
7097,ANTÔNIO CESAR SANTANA,AVANTE,NÃO ELEITO,216,2018
7098,JOSE ROBERTO RODRIGUES JUNIOR,AVANTE,NÃO ELEITO,683,2018
7099,PATRICIA DE MORAIS,AVANTE,NÃO ELEITO,734,2018
7702,MAGNOVALDO PAULO DO NASCIMENTO,SOLIDARIEDADE,SUPLENTE,298,2018
7703,FERNANDO JOSÉ DE SOUZA,SOLIDARIEDADE,SUPLENTE,2234,2018
7706,FERNANDO ANTONIO MARCELO,SOLIDARIEDADE,SUPLENTE,1544,2018
7707,IKAROS RICARDO BRAIMIS JUNIOR,SOLIDARIEDADE,SUPLENTE,2162,2018
7708,VALDIR APARECIDO FUMIS,SOLIDARIEDADE,SUPLENTE,5464,2018
7709,EDILMA MARIA DA SILVA,SOLIDARIEDADE,SUPLENTE,600,2018
7710,MOISES SILVA SOUZA,SOLIDARIEDADE,SUPLENTE,658,2018
